i,j,idinspire,ind_2015,men_2015,men_pauv_2015,men_1ind_2015,men_5ind_2015,men_prop_2015,men_fmp_2015,ind_snv_2015,men_surf_2015,men_coll_2015,men_mais_2015,log_av45_2015,log_45_70_2015,log_70_90_2015,log_ap90_2015,log_inc_2015,log_soc_2015,ind_0_3_2015,ind_4_5_2015,ind_6_10_2015,ind_11_17_2015,ind_18_24_2015,ind_25_39_2015,ind_40_54_2015,ind_55_64_2015,ind_65_79_2015,ind_80p_2015,ind_inc_2015,ind_2017,men_2017,men_pauv_2017,men_1ind_2017,men_5ind_2017,men_prop_2017,men_fmp_2017,ind_snv_2017,men_surf_2017,men_coll_2017,men_mais_2017,log_av45_2017,log_45_70_2017,log_70_90_2017,log_ap90_2017,log_inc_2017,log_soc_2017,ind_0_3_2017,ind_4_5_2017,ind_6_10_2017,ind_11_17_2017,ind_18_24_2017,ind_25_39_2017,ind_40_54_2017,ind_55_64_2017,ind_65_79_2017,ind_80p_2017,ind_inc_2017
14051,16994,CRS3035RES200mN2810200E3398800,16,6.1,0.7,2.1,1.2,4.7,0.2,293858.1,640.2,0,6.1,2.1,0.9,1.4,1.7,0,0,0.2,0.7,1.6,0.9,1.2,3.3,3.3,1.9,1.7,1.2,0,11,4.5,0.8,1.4,0.4,3.6,0.4,207964.7,458.4,0,4.5,1.1,0.6,1,1.8,0,0,0.8,0.4,0.9,1,0.1,2.5,1.9,1.5,1.4,0.5,0
14191,17516,CRS3035RES200mN2838200E3503200,27,11,1,2,1,9,1,590516.6,1022,0,11,1,2,7,1,0,0,0,0,2,3,1,3,4,3,7,2,2,24,8.9,0.3,1.4,1,7.8,0.5,552648.8,960.9,0.2,8.7,1.6,1,3,3.3,0,0,0.3,0.3,1.2,3.5,2.3,2.3,5.9,3.6,3.7,0.9,0
14237,16899,CRS3035RES200mN2847400E3379800,2,0.7,0.1,0.2,0.1,0.6,0.1,33565,91.5,0,0.7,0.4,0,0.2,0.1,0,0,0.2,0,0.3,0.3,0,0.3,0.4,0,0.3,0.2,0,1,0.3,0.1,0.1,0.1,0.3,0,14921.1,45.5,0,0.3,0.2,0,0.1,0,0,0,0.1,0,0.1,0.2,0,0.1,0.2,0.1,0.1,0.1,0
14350,16442,CRS3035RES200mN2870000E3288400,1,0.4,0.1,0.2,0.1,0.3,0,20854.7,48.2,0,0.4,0.2,0.1,0,0.1,0,0,0,0,0.1,0,0.1,0.2,0.2,0.1,0.1,0.1,0.1,1,0.4,0.1,0.2,0.1,0.3,0,19469.3,48.2,0,0.4,0.2,0.1,0,0.1,0,0,0,0,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0
14431,18959,CRS3035RES200mN2886200E3791800,6,2.8,0.4,1.3,0.2,0,0.6,151606.6,179.6,2.8,0,0,0,0,2.8,0,0.7,0.4,0.2,0.6,0.9,0.7,0.6,2.6,0,0,0,0,1,0.4,0,0.1,0,0,0.1,25129.5,27.1,0.4,0,0,0,0,0.4,0,0.1,0,0,0.1,0.2,0.2,0,0.4,0.1,0,0,0
14512,17440,CRS3035RES200mN2902400E3488000,2,0.9,0.1,0.2,0,0.8,0,51790.5,112.3,0,0.9,0.3,0,0.4,0.2,0,0,0,0,0,0,0.1,0.2,0.3,0.4,0.7,0.2,0.1,2,0.9,0.1,0.1,0,0.8,0.1,47836.6,104.4,0,0.9,0.3,0,0.3,0.3,0,0,0.1,0.1,0,0,0.1,0.3,0.3,0.2,0.6,0.3,0
14526,16370,CRS3035RES200mN2905200E3274000,10,5,0.6,1.2,0,4.1,0.9,213595.1,454.1,0,5,3.8,0,0.6,0.6,0,0,0,0,0.6,0.6,0.3,0,2.6,2.9,2.1,0.6,0.3,6,3.1,0.4,1,0,2.7,0.4,141010.2,309.5,0,3.1,2.3,0,0.4,0.4,0,0,0,0,0.2,0.2,0.6,0,1.2,1.5,1.7,0.6,0
14632,16206,CRS3035RES200mN2926400E3241200,54.5,18,0,3,5,17,2,1325860.6,2035,0,18,1,2,3,12,0,0,1,2,4,6.5,5,9,15,7,1,1,3,51.5,19,1,4,2,18,2,1254868.1,2121,0,19,2,2,4,11,0,0,1,1,2,5.5,10,8,14,7,2,1,0
14723,19129,CRS3035RES200mN2944600E3825800,3,1.2,0,0.2,0.1,1.1,0.2,67448.3,121.1,0,1.2,0.1,0.2,0.5,0.4,0,0,0.1,0.1,0.2,0.2,0.1,0.4,0.6,0.6,0.4,0.2,0.1,5,1.9,0.1,0.1,0.2,1.6,0.2,122914.1,198.3,0,1.9,0.2,0.4,0.8,0.5,0,0,0.3,0,0.6,0.2,0.5,0.8,0.8,0.8,0.8,0.2,0
14931,18140,CRS3035RES200mN2986200E3628000,43,16,1,2,1,15,1,961816,1681,1,15,4,1,6,5,0,0,2,0,0,5,2,5,11,11,5,0,2,43,17,1,3,1,16,1,1066116,1821,1,16,4,1,7,5,0,0,1,2,0,5,4,4,11,9,7,0,0
14969,19470,CRS3035RES200mN2993800E3894000,20,9,1.9,2.6,0,7.7,1.3,472347.1,1001.9,0,9,4.5,0.7,1.9,1.9,0,0,1.3,0.6,0.6,0.7,1.3,0.7,4.5,4.5,0.7,3.2,1.9,19,9.2,0.7,3.3,0.7,7.9,0.7,411512.4,1008.3,0,9.2,5.2,0.7,1.3,2,0,0,0,0.6,0.6,0.7,2.6,2,4.6,3.9,0.7,3.3,0
15116,18811,CRS3035RES200mN3023200E3762200,4,1.6,0,0.2,0,1.5,0.1,94431.3,188.4,0,1.6,0.4,0.1,0.2,0.9,0,0,0.1,0,0.2,0.7,0.1,0.6,1.2,0.5,0.4,0,0.2,5,2,0.1,0.3,0,1.8,0.2,113536.7,234.6,0,2,0.5,0.1,0.3,1.1,0,0,0.2,0.2,0.1,0.5,0.6,0.8,1.4,0.6,0.5,0.1,0
11204,19977,CRS3035RES200mN2240800E3995400,59,20,2,5,4,15,1,1637581.6,2080,4,16,0,1,1,17,1,0,1,2,7,6,4,12,16,4,3,0,4,61.5,22,2,6,2,16,0,1917923.6,2326,4,18,0,1,1,20,0,0,1,0,6.5,11,3,10,21,7,2,0,0
11224,19994,CRS3035RES200mN2244800E3998800,3,1.3,0.3,0.4,0,0.9,0.1,68022.3,118.8,0.3,1,0.2,0.2,0.8,0.1,0,0,0.1,0.2,0.1,0.5,0,0.6,0.7,0.2,0.4,0.2,0,2,0.8,0.2,0.2,0,0.5,0.1,42700.7,73,0.2,0.6,0.2,0.2,0.4,0,0,0,0,0,0.2,0.3,0.1,0.4,0.3,0.4,0.2,0.1,0
11250,17670,CRS3035RES200mN2250000E3534000,19,8.5,1.8,3.3,0,6.7,0.3,402759,912,0.6,7.9,2.1,1.3,2,2.9,0.2,0,0.8,0.3,1,1.5,0.5,2.8,4.9,3.3,2.1,1.1,0.7,19,9.5,1.8,4,0,7.5,0.4,434727.5,997.7,0.9,8.6,2.4,2,2.7,2.4,0,0,0.4,0.4,0.9,0.9,0.7,2.6,4.9,3.3,2.7,2,0.2
11295,19827,CRS3035RES200mN2259000E3965400,9,3.3,0.3,0.7,0.3,2.6,0.3,231181.1,340.3,0.1,3.2,0.4,0.4,1.2,1.2,0.1,0,0.2,0.1,0.6,0.9,0.5,1.5,1.5,1.4,1.7,0.4,0.2,5,1.9,0.2,0.5,0.1,1.6,0.1,134214.3,203.4,0.1,1.8,0.3,0.3,0.6,0.7,0,0,0.2,0.1,0.3,0.5,0.3,0.7,1,0.7,1,0.2,0
11878,20128,CRS3035RES200mN2375600E4025600,5,1.9,0.3,0.2,0.2,1.1,0.2,99159.4,174.2,0.3,1.6,1.4,0,0.2,0.3,0,0,0,0,0.6,0.8,0.2,0.6,1.6,0.3,0.9,0,0,6,2.1,0.5,0.7,0.5,1.2,0.2,120391.3,202.9,0.3,1.8,1.6,0,0.2,0.3,0,0,0.2,0.2,0.2,1.6,0.3,0.5,1.6,0.3,1.1,0,0
12134,17435,CRS3035RES200mN2426800E3487000,5,2.3,0.3,0.7,0,2.1,0.2,110829.5,285.9,0,2.3,0.2,0,0.9,1.2,0,0,0.1,0.1,0.5,0.2,0.2,0.4,1.1,0.9,1.1,0.3,0.1,4,1.7,0.1,0.4,0,1.5,0.1,95587.4,209.2,0,1.7,0.1,0,0.8,0.8,0,0,0.2,0.1,0.3,0.1,0.2,0.6,0.8,0.7,0.9,0.1,0
12576,19679,CRS3035RES200mN2515200E3935800,43,14,1,2,3,6,2,921875.7,1360,0,14,0,2,12,0,0,7,0,0,1,9,5,0,14,5,5,1,3,43,15,0,3,2,8,2,977770.5,1426,0,15,0,3,12,0,0,7,0,0,0,9,6,2,13,7,3,3,0
12578,18035,CRS3035RES200mN2515600E3607000,2,0.8,0.1,0.2,0.1,0.7,0,42702.2,79.9,0,0.8,0.4,0,0.3,0.1,0,0,0,0.1,0.1,0.1,0.1,0.2,0.4,0.3,0.4,0.2,0.1,2,0.9,0.1,0.3,0.1,0.7,0,49592,93.9,0,0.9,0.5,0,0.2,0.1,0.1,0,0,0,0.1,0.2,0.1,0.2,0.3,0.4,0.4,0.3,0
12636,20019,CRS3035RES200mN2527200E4003800,3,1.3,0.1,0.4,0,0.9,0.1,69221.9,124.1,0.3,1,0.5,0.1,0.2,0.5,0,0,0.1,0,0.2,0.3,0.2,0.6,0.8,0.4,0.3,0.1,0,3,1.4,0.2,0.6,0,1,0,69859.1,139.1,0.3,1.1,0.5,0.1,0.4,0.4,0,0,0.2,0.1,0.1,0.2,0.2,0.6,0.8,0.5,0.2,0.1,0
12701,18184,CRS3035RES200mN2540200E3636800,1,0.5,0,0.1,0,0.2,0,20095.6,42.1,0.1,0.4,0.2,0,0.2,0.1,0,0,0.1,0,0,0,0.1,0.3,0.3,0.1,0.1,0,0,1,0.4,0.1,0.2,0,0.2,0,17151.7,38,0.1,0.3,0.2,0,0.1,0.1,0,0,0.1,0,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0,0
12711,18182,CRS3035RES200mN2542200E3636400,5,2.4,0.4,0.8,0.1,1.9,0.1,105486.1,265.4,0,2.4,1.5,0.2,0.4,0.3,0,0,0.1,0.1,0.4,0.4,0.1,0.5,1.1,1.2,0.4,0.7,0,6,2.8,0.6,1.1,0.2,2.5,0.1,122880.8,318.8,0,2.8,1.9,0.2,0.6,0.1,0,0,0.3,0,0.3,0.6,0.2,0.4,1.1,1.5,0.7,0.9,0
12775,19680,CRS3035RES200mN2555000E3936000,2,0.9,0,0.2,0,0.8,0,58987.6,87.9,0,0.9,0,0.1,0.7,0.1,0,0,0.1,0,0.1,0.1,0.1,0.2,0.4,0.5,0.5,0,0,2,0.9,0,0.2,0,0.8,0,55397.2,85.8,0,0.9,0,0.1,0.7,0.1,0,0,0.1,0.1,0.1,0.1,0.2,0.1,0.4,0.4,0.5,0,0
12835,18013,CRS3035RES200mN2567000E3602600,2,0.9,0.1,0.3,0.1,0.9,0,34801.6,80.1,0,0.9,0.7,0,0.1,0.1,0,0,0,0,0.1,0.2,0,0.1,0.3,0.2,0.8,0.3,0,2,0.9,0.4,0.2,0,0.9,0.1,31943.6,97.1,0,0.9,0.7,0,0.1,0.1,0,0,0,0,0,0.1,0.1,0.2,0.3,0.3,0.6,0.4,0
13369,17979,CRS3035RES200mN2673800E3595800,90.5,41,1,12,1,37,4,1972134.5,3884,0,41,0,0,40,1,0,0,4,1,4,3.5,4,10,14,17,28,3,2,97,42,2,12,3,36,2,2060512.9,3982,0,42,0,0,41,1,0,0,6,3,5,4,8,17,10,13,28,3,0
13386,20364,CRS3035RES200mN2677200E4072800,76,47,0,24,0,4,10,1968394.3,2887,30,17,0,0,0,47,0,0,4,2.5,2,6.5,16,28,11,2,1,3,0,133.5,65,3,30,1,21,11,3528348,4930.5,35,30,0,0,0,62,3,4,14,10,8,6.5,13,57,17,3,1,0,4
13535,19501,CRS3035RES200mN2707000E3900200,1,0.5,0.1,0.2,0,0.4,0,21246.9,55.6,0,0.5,0.5,0,0,0,0,0,0.1,0,0,0,0.1,0.2,0.1,0.2,0.3,0,0,1,0.6,0,0.2,0,0.5,0,23542.6,57.6,0,0.6,0.5,0,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,0.1,0
13701,18103,CRS3035RES200mN2740200E3620600,395.5,139,59,31,22,35,34,5835228,9348,101,38,43,87,1,8,0,92,36.5,12.5,39,52.5,29,76,74,38,26,9,3,395,140,54,38,26,36,27,6008638.9,9382,100,40,45,86,1,8,0,91,22,19,39.5,54,33.5,69,78,42,25,12,1
13755,17193,CRS3035RES200mN2751000E3438600,4,1.6,0.2,0.4,0.1,1.4,0.1,96725.2,175.5,0.1,1.5,0.7,0.1,0.6,0.2,0,0,0.2,0.2,0.1,0.5,0.1,0.5,0.9,0.7,0.6,0.1,0.1,4,1.5,0.2,0.2,0.1,1.3,0.1,99528.8,167.9,0.1,1.4,0.6,0.3,0.4,0.2,0,0,0.3,0.1,0.3,0.2,0.3,0.9,0.8,0.5,0.6,0,0
13986,18122,CRS3035RES200mN2797200E3624400,3,1.1,0.1,0.1,0.1,1,0,57846.9,123.5,0,1.1,1,0,0,0.1,0,0,0.1,0,0.2,0.3,0.3,0.5,0.8,0.7,0.1,0,0,3,1.3,0.1,0.3,0.1,1.1,0.1,65030.9,131.2,0,1.3,1.2,0,0,0.1,0,0,0.1,0,0.2,0.3,0.2,0.5,0.8,0.7,0.1,0.1,0
14129,16961,CRS3035RES200mN2825800E3392200,6,2.4,0.2,0.8,0.5,2.2,0.3,103829,260.1,0,2.4,1.3,0.3,0.6,0.2,0,0,0.3,0.1,0.1,1,0.6,0.4,1.3,0.7,0.9,0.6,0,5,2,0.1,0.7,0.4,1.8,0.2,104321.5,218.2,0,2,1,0.3,0.5,0.2,0,0,0.2,0.3,0.2,0.7,0.3,0.4,1.1,0.7,0.4,0.7,0
14183,17285,CRS3035RES200mN2836600E3457000,1,0.3,0,0.1,0,0.3,0,26450.3,45.3,0,0.3,0.2,0,0.1,0,0,0,0,0,0,0.1,0,0.2,0.3,0.1,0.1,0.1,0.1,1,0.3,0,0.1,0,0.3,0,26927.7,47.5,0,0.3,0.2,0,0.1,0,0,0,0,0,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0
14386,18064,CRS3035RES200mN2877200E3612800,5,1.9,0.4,0.6,0.2,1.6,0.1,111052.4,205,0,1.9,1.6,0,0.1,0.2,0,0,0.2,0,0.4,0.6,0.2,0.5,1.4,0.9,0.4,0.2,0.2,5,2.1,0.5,0.7,0.1,1.8,0.1,102958,215.3,0,2.1,1.7,0,0.2,0.2,0,0,0.1,0.1,0.2,0.7,0.3,0.4,1.4,1,0.5,0.3,0
14619,18502,CRS3035RES200mN2923800E3700400,1,0.4,0,0.2,0.1,0.1,0,17102.2,25.4,0.2,0.2,0.1,0.1,0,0.2,0,0,0.1,0.1,0.1,0.2,0,0.3,0.1,0.1,0,0,0,2,0.7,0,0.2,0.2,0.3,0.1,44332.7,56.1,0.2,0.5,0.4,0.2,0.1,0,0,0,0.2,0,0.1,0.3,0.1,0.6,0.3,0.4,0,0,0
14819,17472,CRS3035RES200mN2963800E3494400,3,1.3,0.2,0.3,0.1,1.1,0.3,61900.4,162.2,0,1.3,0.9,0,0.3,0.1,0,0,0.2,0.2,0.1,0,0.1,0.6,0.5,0.7,0.3,0.3,0,3,1.3,0.1,0.3,0.1,1,0.3,63923.3,152.7,0,1.3,0.9,0,0.3,0.1,0,0,0.1,0.1,0.1,0.3,0,0.8,0.4,0.7,0.3,0.2,0
15091,18420,CRS3035RES200mN3018200E3684000,57,26,2,7,1,4,4,984845.4,1875,17,9,0,0,2,24,0,20,7,0,3,5,0,14,8,6,9,4,1,57.5,27,0,8,1,6,6,1020292.3,1953,17,10,0,0,2,25,0,20,2,3,4,5.5,1,12,8,6,10,6,0
15111,18725,CRS3035RES200mN3022200E3745000,12,4.5,0.9,0.6,0.4,3.7,0.4,222711.2,404.7,0,4.5,1.9,0.6,1.1,0.8,0.1,0,0.5,0.2,1,1.3,1,1.4,2.6,0.8,2.5,0.6,0.1,6,2.6,0.5,0.7,0.2,2.3,0.2,105535.2,244.2,0,2.6,1.1,0.4,0.6,0.5,0,0,0.2,0.2,0.2,0.6,0.4,0.9,1.4,0.4,1.3,0.4,0
15241,19124,CRS3035RES200mN3048200E3824800,100,41,2,7,0,29,6,2354491.3,4177,4,37,21,2,1,17,0,0,5,4,3,10,6,24,25,9,10,3,1,111.5,46,3,8,1,33,7,2718439.1,4821,7,39,23,2,1,20,0,0,7,4,7.5,6,10,31,20,13,10,3,0
15309,19268,CRS3035RES200mN3061800E3853600,31,13,0,3,1,13,0,779810.8,1630,2,11,1,0,5,7,0,0,0,3,1,3,0,3,9,8,3,1,0,35,14,0,4,2,14,0,859207.9,1705,3,11,1,0,5,8,0,0,0,0,3,5,2,3,9,6,6,1,0
11171,18276,CRS3035RES200mN2234200E3655200,3.5,1.6,0.2,0.2,0,1.3,0.2,72637.1,166.2,0,1.6,0.7,0.1,0.7,0.1,0,0,0,0,0.1,0.4,0.1,0.3,0.5,1.1,0.5,0.4,0.1,3.5,1.6,0.3,0.3,0.1,1.5,0.3,69431.5,176.1,0,1.6,0.6,0.1,0.8,0.1,0,0,0,0,0.2,0.4,0.1,0.2,0.7,0.9,0.5,0.5,0
13908,19951,CRS3035RES200mN2781600E3990200,9.5,4.7,0.7,2.1,0.3,3.5,0.3,206358,581,0.4,4.3,2.7,0.7,0.5,0.8,0,0,0.1,0,0.4,0.7,0.7,0.7,2.5,1.2,2.2,0.9,0.1,9,4.3,0.6,1.8,0.2,3.6,0.2,192121.8,540.1,0.4,3.9,2.6,0.6,0.5,0.6,0,0,0.2,0.3,0.1,0.8,0.7,1,2,1.1,2.1,0.7,0
13947,18867,CRS3035RES200mN2789400E3773400,7,2.7,0.2,0.4,0.3,2.1,0.2,165883,282.8,0.1,2.6,0.7,0.1,1.1,0.8,0,0,0.2,0.1,0.3,0.5,0.6,1.1,1.7,1.3,0.8,0.2,0.2,7,2.9,0.3,0.6,0.3,2.2,0.2,174936.2,302,0.1,2.8,0.7,0.2,1.1,0.9,0,0,0.2,0,0.3,0.5,0.7,1.1,1.6,1.6,0.8,0.2,0
14164,18178,CRS3035RES200mN2832800E3635600,40,19,4,7,1,17,0,788830.1,1786,0,19,4,4,7,4,0,0,0,2,0,3,1,6,5,11,5,7,0,40,20,2,7,0,18,2,908769.5,1911,0,20,4,5,9,2,0,0,2,0,1,1,3,4,5,14,5,5,0
14311,17251,CRS3035RES200mN2862200E3450200,2,0.9,0.1,0.3,0.1,0.6,0.1,47594.8,92,0.1,0.8,0.4,0.1,0.2,0.2,0,0,0.2,0.1,0.3,0.1,0,0.5,0.4,0.2,0.2,0,0,2,0.8,0.1,0.2,0.1,0.6,0,45903.6,87.4,0,0.8,0.4,0,0.2,0.2,0,0,0.2,0.1,0.2,0.2,0.1,0.4,0.4,0.2,0.2,0,0
14365,18901,CRS3035RES200mN2873000E3780200,2,0.7,0,0.1,0,0.5,0,63584.1,86.3,0,0.7,0.2,0.2,0.1,0.2,0,0,0,0.1,0.1,0.3,0,0.3,0.5,0.4,0.2,0.1,0,2,0.5,0,0.1,0.1,0.4,0,66674.4,67.8,0,0.5,0.2,0.1,0,0.2,0,0,0,0,0.1,0.2,0.2,0.2,0.5,0.4,0.2,0.2,0
14431,18772,CRS3035RES200mN2886200E3754400,1150.5,538,28,218,29,298,43,42495560,33274,498,40,248,148,20,121,1,66,71,29,64,72.5,36,273,234,117,129,93,32,1101,522,32,223,24,292,43,40765175.9,32999,483,39,230,153,20,119,0,65,67,27,52,86,63,224,242,116,127,92,5
14491,17088,CRS3035RES200mN2898200E3417600,2,0.8,0.1,0.3,0.1,0.6,0,36319.8,91.6,0,0.8,0.4,0,0.2,0.2,0,0,0.1,0.1,0.1,0.2,0,0.5,0.4,0.2,0.2,0.1,0.1,4,1.7,0.2,0.4,0.2,1.1,0.2,78251,191.2,0,1.7,1,0,0.3,0.4,0,0,0,0.1,0.2,0.7,0.7,0.4,1,0.4,0.5,0,0
14628,17992,CRS3035RES200mN2925600E3598400,3,1.4,0.1,0.3,0.1,1.2,0,67670.3,160.6,0,1.4,0.8,0.1,0.3,0.2,0,0,0,0,0.1,0.2,0.2,0.2,0.9,0.6,0.7,0.1,0,3,1.4,0.2,0.2,0,1.1,0,67591.4,177.5,0,1.4,1.3,0,0,0.1,0,0,0,0,0.1,0.1,0.3,0.3,0.8,0.3,1.1,0,0
14768,18587,CRS3035RES200mN2953600E3717400,1,0.5,0,0.2,0,0.3,0,28167.4,48.7,0,0.5,0.3,0,0.1,0.1,0,0,0,0,0,0.1,0,0.1,0.2,0.2,0.3,0.1,0,3,1.4,0.1,0.5,0,1,0.1,72019.5,135.9,0,1.4,0.8,0.1,0.2,0.3,0,0,0.1,0,0.1,0.2,0.1,0.4,0.7,0.4,0.8,0.2,0
14797,17679,CRS3035RES200mN2959400E3535800,8,3.2,0.5,1.1,0.3,2.8,0.4,160784.6,377.9,0,3.2,2.4,0,0.3,0.5,0,0,0.6,0.5,0.5,0.2,1,1.4,1.6,0.8,0.7,0.7,0,8,3.3,0.1,1.1,0.2,3,0.3,177829.2,391.8,0,3.3,2.5,0,0.5,0.3,0,0,0.3,0.3,0.7,0.5,0.7,1.3,1.7,1,0.8,0.7,0
14806,17578,CRS3035RES200mN2961200E3515600,2,0.7,0.1,0.2,0.1,0.5,0.1,38252.4,72.6,0,0.7,0.2,0.2,0.1,0.2,0,0.1,0.1,0.1,0.2,0.3,0.1,0.4,0.4,0.3,0.1,0,0,2,0.7,0.1,0.1,0.1,0.5,0,37451,71.8,0,0.7,0.2,0.2,0.1,0.2,0,0.1,0.2,0,0.2,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0
15143,18768,CRS3035RES200mN3028600E3753600,5,1.7,0.2,0.3,0.3,1.5,0.1,98533.3,189.5,0,1.7,0.6,0.5,0.3,0.3,0,0,0.1,0.1,0.3,0.7,0.2,0.8,1.1,0.7,0.6,0.1,0.3,5,1.7,0.3,0.3,0.1,1.4,0.2,101475.9,191,0,1.7,0.6,0.5,0.3,0.3,0,0,0.3,0,0.3,0.7,0.6,0.6,1.1,0.6,0.6,0.2,0
10294,21180,CRS3035RES200mN2058800E4236000,3,1.2,0.3,0.3,0.2,0.8,0.2,63890,127.3,0.4,0.8,0.2,0.1,0.5,0.4,0,0,0.1,0,0.2,0.3,0.3,0.6,0.5,0.3,0.4,0.3,0,4,1.7,0.3,0.6,0.1,1.1,0.2,86034.4,183.6,0.6,1.1,0.2,0.3,0.6,0.6,0,0,0.3,0.1,0.1,0.4,0.2,1,0.7,0.3,0.6,0.3,0
10503,21069,CRS3035RES200mN2100600E4213800,5,1.6,0.5,0.3,0.4,1.1,0.3,100890.5,161.1,0.2,1.4,0.1,0.2,0.5,0.8,0,0,0.4,0.1,0.5,0.3,0,0.5,1.1,1.1,0.6,0.4,0,5,2,0.9,0.1,0.1,1.3,0.4,79913.9,179.7,0,2,0.3,0.4,0.4,0.9,0,0,0.1,0.2,0.4,0.4,0.2,0.3,1.4,0.7,0.7,0.6,0
11509,20481,CRS3035RES200mN2301800E4096200,8,3.2,0.2,0.7,0.1,1.9,0.4,190517.1,286.6,1,2.2,0.6,0.5,1.1,1,0,0,0.4,0.3,0.4,0.7,0.3,2,1.1,0.7,1.4,0.7,0,8,3.1,0.1,0.6,0.2,1.9,0.4,197802.5,286.8,1.1,2,0.5,0.5,1.3,0.8,0,0,0.3,0.3,0.8,0.6,0.4,1.3,1.8,0.6,1.3,0.6,0
11573,17281,CRS3035RES200mN2314600E3456200,7,2.3,0.2,0.4,0.4,2.3,0.2,130067,328.2,0,2.3,1,0,0.2,1.1,0,0,0.2,0.2,0.4,1.3,0.4,0.4,1.9,0.7,0.9,0.4,0.2,7,2.6,0.5,0.7,0.2,2.6,0.2,127702.5,384.7,0,2.6,1.5,0,0.2,0.9,0,0,0.5,0,0.3,0.7,0.9,0.7,1.5,0.9,1,0.3,0.2
11588,19564,CRS3035RES200mN2317600E3912800,1,0.4,0.1,0.1,0,0.2,0.1,20679.6,43.4,0,0.4,0.2,0,0.1,0.1,0,0,0,0,0,0.1,0,0.1,0.3,0.2,0.2,0,0.1,2,0.9,0.2,0.3,0,0.5,0.1,41168.3,111.4,0,0.9,0.4,0.1,0.2,0.2,0,0,0,0,0.1,0.3,0,0.2,0.5,0.4,0.4,0.1,0
11657,18225,CRS3035RES200mN2331400E3645000,4,1.5,0.1,0.2,0,1.3,0.2,90485.2,172.4,0,1.5,0.4,0.1,0.8,0.2,0,0,0.2,0,0.3,0.2,0.1,0.5,0.8,0.8,0.7,0.2,0.2,3,1.2,0.2,0.2,0,1.1,0.2,68195.1,132.6,0,1.2,0.3,0.1,0.6,0.2,0,0,0.1,0,0.1,0.3,0.3,0.2,0.8,0.5,0.7,0,0
11680,19870,CRS3035RES200mN2336000E3974000,1,0.4,0,0.1,0,0.3,0,22660.6,46.6,0,0.4,0.3,0,0.1,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,0.1,0.1,0,1,0.5,0.1,0.1,0,0.3,0,23089.4,52.1,0,0.5,0.3,0,0.1,0.1,0,0,0,0,0,0,0.1,0.2,0.1,0.4,0.1,0.1,0
11733,19647,CRS3035RES200mN2346600E3929400,2,0.8,0.2,0.1,0.1,0.7,0.1,52085.4,92.7,0,0.8,0.1,0,0.3,0.4,0,0,0,0,0.2,0.3,0,0.2,0.3,0.5,0.4,0.1,0,2,0.8,0,0.1,0,0.8,0.1,55749.7,103.4,0,0.8,0.1,0,0.4,0.3,0,0,0,0,0.1,0.2,0,0.2,0.3,0.6,0.5,0.1,0
11938,17905,CRS3035RES200mN2387600E3581000,2,1.1,0.2,0.4,0,0.9,0,44644,122.8,0.1,1,0.5,0.1,0.2,0.3,0,0,0,0,0,0.2,0.1,0.1,0.5,0.2,0.7,0.2,0,5,2.5,0.1,1,0.1,2.1,0,116447.2,274.3,0.3,2.2,1.1,0.1,0.7,0.6,0,0,0.3,0,0,0.3,0.1,0.3,1.5,0.6,1.2,0.7,0
12007,17782,CRS3035RES200mN2401400E3556400,2,0.8,0.2,0.1,0.1,0.7,0,48813.5,99.6,0.1,0.7,0.5,0.1,0.1,0.1,0,0,0,0,0.1,0.1,0.1,0.3,0.3,0.4,0.4,0.2,0.1,1,0.5,0.2,0.1,0,0.3,0.1,21725.9,60.6,0.1,0.4,0.3,0,0.1,0.1,0,0,0.1,0,0,0,0,0.3,0.1,0.2,0.2,0.1,0
12093,17577,CRS3035RES200mN2418600E3515400,1,0.5,0.1,0.2,0,0.4,0,21403.6,58.5,0,0.5,0.3,0,0.1,0.1,0,0,0,0,0,0.1,0,0.2,0.2,0.2,0.2,0.1,0,1,0.5,0.1,0.1,0,0.4,0,20682.8,54.3,0,0.5,0.3,0,0.1,0.1,0,0,0,0,0,0.1,0,0.2,0.2,0.2,0.2,0.1,0
12180,17483,CRS3035RES200mN2436000E3496600,3,1.3,0.2,0.2,0.1,1.1,0.1,71712.3,165.7,0,1.3,0.5,0,0.6,0.2,0,0,0,0.2,0.2,0.2,0.1,0.3,0.7,0.5,0.5,0.2,0.1,3,1.2,0.1,0.3,0.1,1.1,0.1,69011.5,151.2,0,1.2,0.4,0,0.6,0.2,0,0,0.1,0,0.3,0.2,0.2,0.5,0.6,0.3,0.5,0.2,0.1
12233,17719,CRS3035RES200mN2446600E3543800,4,2,0.4,0.5,0,1.4,0.2,79428.7,223.7,0,2,0.8,0.3,0.6,0.3,0,0,0.1,0,0.1,0.2,0.1,0.2,0.6,0.6,1.3,0.7,0.1,4,1.9,0.3,0.4,0,1.5,0.2,82607.9,224.8,0,1.9,0.7,0.4,0.6,0.2,0,0,0,0,0.1,0.2,0.2,0.3,0.7,0.6,1.1,0.8,0
