i,j,idinspire,ind_2015,men_2015,men_pauv_2015,men_1ind_2015,men_5ind_2015,men_prop_2015,men_fmp_2015,ind_snv_2015,men_surf_2015,men_coll_2015,men_mais_2015,log_av45_2015,log_45_70_2015,log_70_90_2015,log_ap90_2015,log_inc_2015,log_soc_2015,ind_0_3_2015,ind_4_5_2015,ind_6_10_2015,ind_11_17_2015,ind_18_24_2015,ind_25_39_2015,ind_40_54_2015,ind_55_64_2015,ind_65_79_2015,ind_80p_2015,ind_inc_2015,ind_2017,men_2017,men_pauv_2017,men_1ind_2017,men_5ind_2017,men_prop_2017,men_fmp_2017,ind_snv_2017,men_surf_2017,men_coll_2017,men_mais_2017,log_av45_2017,log_45_70_2017,log_70_90_2017,log_ap90_2017,log_inc_2017,log_soc_2017,ind_0_3_2017,ind_4_5_2017,ind_6_10_2017,ind_11_17_2017,ind_18_24_2017,ind_25_39_2017,ind_40_54_2017,ind_55_64_2017,ind_65_79_2017,ind_80p_2017,ind_inc_2017
11393,18332,CRS3035RES200mN2278600E3666400,27,12,1,2,0,10,3,634866.1,1258,0,12,0,0,2,10,0,0,1,0,4,2,1,8,6,0,5,0,0,29,13,0,2,0,10,3,690937.8,1356,0,13,0,0,2,11,0,0,0,2,2,3,1,7,4,4,6,0,0
11457,18363,CRS3035RES200mN2291400E3672600,1,0.4,0.1,0.2,0.1,0.3,0,25119.4,47.1,0.1,0.3,0.2,0,0.1,0.1,0,0,0.1,0,0,0.1,0,0.2,0.2,0.1,0.3,0,0,1,0.6,0.1,0.3,0,0.4,0,17988.6,68.2,0.1,0.5,0.3,0,0.1,0.2,0,0,0,0,0,0.1,0,0.2,0.2,0.2,0.3,0,0
11574,17492,CRS3035RES200mN2314800E3498400,5,2,0.2,0.8,0.2,1.5,0.1,95073.3,237.4,0.1,1.9,0.5,0.1,0.5,0.9,0,0,0.1,0.1,0.6,0.6,0.1,0.8,1.4,0.8,0.2,0.1,0.2,5,2.2,0.4,1,0.2,1.7,0.2,98400.1,267.7,0.1,2.1,0.7,0.1,0.5,0.8,0.1,0,0.2,0,0.3,0.5,0.5,0.8,1.6,0.5,0.5,0.1,0
11678,18327,CRS3035RES200mN2335600E3665400,2,0.8,0.1,0.1,0,0.6,0.1,43262.3,95,0,0.8,0.4,0,0.2,0.2,0,0,0.2,0.2,0,0,0,0.3,0.5,0.3,0.3,0.2,0,3,1.2,0.2,0.2,0,0.8,0.1,66791.3,139.7,0,1.2,0.4,0,0.3,0.5,0,0,0.2,0.1,0.2,0.1,0.1,0.7,0.4,0.6,0.3,0.3,0
11804,19287,CRS3035RES200mN2360800E3857400,5,1.8,0.1,0.2,0.1,1.6,0.2,123624.1,202.8,0.7,1.1,1.4,0,0,0.4,0,0,0,0.3,0.1,0.9,0.1,0.7,0.7,1.1,1.1,0,0,4,1.6,0.3,0.2,0.1,1.3,0.3,92581.2,170.8,0.7,0.9,1.2,0,0,0.4,0,0,0,0,0.3,0.3,0.3,0.4,0.4,1.1,1.2,0,0
12123,18975,CRS3035RES200mN2424600E3795000,7,3.3,0.3,1.6,0.1,2.8,0,144765.6,341.8,0.5,2.8,1.9,0.2,0.3,0.9,0,0,0.3,0,0.6,0.1,0.2,1.3,0.9,1.5,1.5,0.3,0.3,5,2.3,0.2,1.1,0.2,1.9,0,108678.3,232.7,0.2,2.1,1.4,0,0.2,0.7,0,0,0.1,0.2,0.4,0.2,0.2,1,0.6,0.9,1.2,0.2,0
12222,19598,CRS3035RES200mN2444400E3919600,6,2.7,0.3,1.2,0.2,2.1,0.2,140956.3,273,0.7,2,1.4,0.2,0.9,0.2,0,0,0.3,0.2,0.1,0.4,0.4,0.7,1.1,0.9,1.5,0.3,0.1,6,2.8,0.4,1.1,0.2,2.5,0.3,144626.3,287.2,0.5,2.3,1.5,0.2,0.9,0.2,0,0,0.1,0.2,0.2,0.5,0.3,0.9,1.2,0.6,1.6,0.4,0
12320,17817,CRS3035RES200mN2464000E3563400,6,2.5,0.1,0.6,0.2,2.3,0.2,137545.8,277.7,0,2.5,0.7,0.4,0.8,0.6,0,0,0.1,0.1,0,0.2,0.2,0.6,0.8,1.7,1.1,0.9,0.3,5,2.3,0,0.6,0.1,2.1,0.1,131286.5,236.5,0,2.3,0.7,0.6,0.5,0.5,0,0,0.1,0,0,0.1,0.2,0.7,0.6,1.3,1.2,0.8,0
12332,17872,CRS3035RES200mN2466400E3574400,13,6.5,1,2.9,0.3,5.5,0.5,243115.8,663.8,0,6.5,2.3,0.8,3.4,0,0,0,1,0,0,0,1.8,1.1,1.8,2.1,2.6,2.6,0,9,4.9,0.8,2.3,0.2,4.3,0.2,180073.8,499.1,0,4.9,1.4,0.6,2.7,0,0.2,0,0.8,0,0,0,0.6,1,1.4,1.5,2.1,1.6,0
12433,17774,CRS3035RES200mN2486600E3554800,13,5.6,0.8,2,0.4,3.7,0.7,238643.4,550,0.4,5.2,1.3,0.8,1.3,2.2,0,0,0.3,0.1,0.7,2,1.1,0.9,2.8,0.9,3.3,0.8,0.1,13,5.9,0.7,2.6,0.4,3.8,0.2,271292.1,589,0.5,5.4,1.6,0.9,1.4,2,0,0,0.4,0.1,0.3,2,0.4,1.9,2.5,1.1,3.1,1.2,0
12523,19999,CRS3035RES200mN2504600E3999800,80,32,3,8,2,21,6,1739816.3,3222,11,21,0,6,6,20,0,8,1,1.5,5,8.5,7,13,11,13,10,10,0,85,32,1,7,2,22,5,1921260.7,3215,11,21,0,6,7,19,0,7,2,1,5.5,9.5,7,14,13,12,11,10,0
12615,17790,CRS3035RES200mN2523000E3558000,6,2.6,0.4,0.7,0.2,2.6,0.2,124763.1,370.9,0,2.6,1.6,0,0.9,0.1,0,0,0.7,0,0.2,0,0.2,0.5,1,1.8,0.5,1.1,0,4,1.8,0.2,0.4,0,1.8,0.1,85272.7,238.8,0,1.8,1.1,0,0.5,0.2,0,0,0.1,0.1,0.1,0,0.1,0.4,0.4,1.9,0.4,0.5,0
12685,17358,CRS3035RES200mN2537000E3471600,3.5,1.3,0.2,0.2,0.1,1,0.1,82021.8,178.9,0,1.3,0.8,0.1,0.2,0.2,0,0,0.1,0,0.2,0.6,0.1,0.4,0.9,0.3,0.3,0.5,0.1,3.5,1.3,0,0.2,0.1,1.1,0,83018.7,182.2,0,1.3,0.9,0.1,0.1,0.2,0,0,0.1,0,0.3,0.4,0.1,0.5,1.1,0.4,0.2,0.4,0
12727,19865,CRS3035RES200mN2545400E3973000,20,9.2,1.4,3.1,0.7,8.1,0.3,397806.4,809.8,0.7,8.5,5.4,0.7,1.4,1.7,0,0,0.3,0.3,0.3,1.4,1.7,1.7,3.1,3.7,5.4,1.4,0.7,25,11,1,1,0,10,1,525056,938,0,11,8,1,2,0,0,0,0,1,3,0,0,3,2,6,10,0,0
12758,18859,CRS3035RES200mN2551600E3771800,4,2.4,0.2,1.2,0,1.8,0,95099.3,206.8,0,2.4,1.6,0.1,0.2,0.5,0,0,0.1,0,0,0.2,0.2,0.9,0.9,0.6,0.8,0.3,0,4,2.1,0.2,0.8,0,1.6,0.1,96755.6,184.2,0,2.1,1.4,0.1,0.2,0.4,0,0,0.3,0.1,0,0.1,0.3,1.2,0.7,0.5,0.5,0.3,0
12758,19552,CRS3035RES200mN2551600E3910400,10,3.8,0.1,0.8,0,2.8,0.3,266705.4,445.5,0.6,3.2,1.7,0.4,0.4,1.3,0,0,0.3,0.1,1.1,1.3,0.4,2,1.8,1,1.1,0.7,0.2,11,3.2,0.3,0.6,0.3,2.1,0.1,262749.9,380.8,0.7,2.5,1.5,0.3,0.2,1.2,0,0,0.6,0.6,1.5,1,0.8,1.9,2.4,0.8,1,0.4,0
12823,17579,CRS3035RES200mN2564600E3515800,3,1.3,0.1,0.3,0.1,1.1,0.1,73550.9,141.8,0,1.3,0.4,0.2,0.5,0.2,0,0,0,0,0.2,0.3,0.1,0.3,0.7,0.6,0.6,0.2,0,3,1.2,0.2,0.3,0.1,1.1,0.1,71947,140.5,0,1.2,0.4,0.2,0.5,0.1,0,0,0,0,0.2,0.3,0.3,0.3,0.5,0.6,0.6,0.2,0
12927,19778,CRS3035RES200mN2585400E3955600,12,4,0.2,0.2,0.5,3.5,0.2,265808.8,511,0.5,3.5,2.4,0.2,0.9,0.5,0,0,0.7,0,1,1.4,1.2,2.1,1.9,1.9,0.9,0.9,0,9,3.5,0,0.4,0.1,3,0.3,218176.4,437.5,0.6,2.9,2.2,0.2,0.7,0.4,0,0,0.1,0.1,0.3,1.5,0.4,1.5,2,1.6,0.6,0.9,0
12940,19590,CRS3035RES200mN2588000E3918000,15,8.1,1.2,2.3,0,7.5,0,429102.3,1218.5,0,8.1,1.7,1.2,5.2,0,0,0,0,0,0,0.6,0.6,0,1.7,3.4,5.2,3.5,0,15,9,1.2,4.2,0,8.4,0,415796.9,1360.2,0,9,2.4,3,3.6,0,0,0,0,0,0,0.6,0,0.6,1.2,3,6.6,3,0
12985,19149,CRS3035RES200mN2597000E3829800,3,1.2,0.3,0.3,0.1,1,0,55298.1,115.4,0,1.2,0.9,0,0.1,0.2,0,0,0.1,0.1,0.3,0.1,0.1,0.8,0.5,0.3,0.5,0.2,0,3,1.4,0.4,0.2,0,1,0.1,57015.4,137.5,0,1.4,1.1,0,0.1,0.2,0,0,0,0.1,0.1,0.3,0.1,0.4,0.5,0.1,1.1,0.3,0
12999,18799,CRS3035RES200mN2599800E3759800,17,6.3,0.4,0.5,0.4,6,0.4,413271.3,683.4,0,6.3,2.1,0,3,1.2,0,0,0.5,0.3,1.1,2.5,0.1,3,4.5,1.4,2.9,0.4,0.3,21,7.9,0.3,1.2,0.5,7.4,0.3,515919.9,871.1,0,7.9,2.5,0,3.9,1.5,0,0,1.2,0.2,1.2,3.1,1.2,2.5,5.4,2.6,3.3,0.3,0
13115,19756,CRS3035RES200mN2623000E3951200,18,7.2,0.9,1.5,0.5,6.9,0.7,407785.8,750.6,0.1,7.1,2.4,0.4,2,2.4,0,0,0.9,0.4,0.7,1.5,1.1,3.3,3.7,2.5,2.8,1.1,0,19,7.9,0.3,1.8,0.2,7.4,0.9,466485.4,834.3,0.2,7.7,2.6,0.5,2.1,2.7,0,0,0.8,0.5,0.8,1.6,1.2,2.6,4.4,2.6,3.3,1.2,0
13479,18037,CRS3035RES200mN2695800E3607400,39,18,1,7,0,17,0,842552.5,1887,0,18,1,8,6,3,0,0,2,1,2,3,2,8,10,4,4,3,0,38,18,0,7,0,17,1,847351.2,1918,0,18,1,9,5,3,0,0,1,1,2,3,3,6,10,4,5,3,0
13624,20461,CRS3035RES200mN2724800E4092200,24.5,11,1,3,1,10,1,632004.6,1660,1,10,3,1,1,6,0,0,0,0.5,2,2,1,3,9,2,4,1,0,27.5,10.4,1,2.4,0.4,9.4,1,688798.4,1473.8,0.6,9.8,2,0.6,1.6,6.2,0,0,1.2,0.6,0.9,4.2,2.2,5,6.2,3.8,2.8,0.4,0.2
13625,18078,CRS3035RES200mN2725000E3615600,2,0.8,0.1,0.1,0,0.3,0.1,40592.2,75.4,0,0.8,0.2,0.1,0.1,0.4,0,0,0.2,0,0.1,0.1,0.1,0.7,0.3,0.1,0.4,0,0,1,0.3,0,0.1,0,0.1,0,20416.7,34.9,0,0.3,0.1,0,0.1,0.1,0,0,0.2,0,0.1,0,0,0.4,0.1,0,0.1,0.1,0
13671,18374,CRS3035RES200mN2734200E3674800,6,2,0.4,0.2,0.4,1.9,0.1,126809.3,217.5,0,2,0.5,0,0.6,0.9,0,0,0.4,0.2,0.4,0.9,0.2,1.1,1.5,0.8,0.3,0.1,0.1,1,0.4,0,0.1,0,0.3,0,22700.5,39.5,0,0.4,0.1,0,0.1,0.2,0,0,0,0,0,0.2,0.1,0.2,0.3,0.1,0.1,0,0
13731,17683,CRS3035RES200mN2746200E3536600,5,1.5,0.3,0,0.3,1.3,0.1,120254.5,189.8,0,1.5,1.1,0.1,0.1,0.2,0,0,0.2,0.1,0.5,0.5,0.5,0.6,1.2,0.8,0.2,0.1,0.3,5,1.6,0.2,0.1,0.3,1.5,0,121298,209.6,0,1.6,1.1,0.1,0.1,0.3,0,0,0.1,0.1,0.5,0.5,0.6,0.5,1.5,0.8,0.3,0.1,0
13979,20119,CRS3035RES200mN2795800E4023800,49.5,23,2,8,1,22,2,1122854.4,2347,3,20,7,0,15,1,0,0,0,2,2.5,7,1,5,10,6,13,3,0,44,22,1,7,0,22,3,1059574.1,2224,2,20,8,0,13,1,0,0,0,1,2.5,5.5,0,4,10,3,14,4,0
14036,16941,CRS3035RES200mN2807200E3388200,9,3.1,0.1,0.2,0.2,2.6,0.4,226453.9,383.8,0,3.1,0.2,0,0.9,2,0,0,0.9,0.4,0.7,0.7,0,3.1,1.1,1.2,0.6,0,0.3,9,3.4,0.2,0.6,0.2,2.5,0.5,220678.1,397.9,0.2,3.2,0.2,0.1,1.1,2,0,0,0.3,0.4,0.7,0.9,0.6,2.1,1.8,1.3,0.7,0.2,0
14213,17030,CRS3035RES200mN2842600E3406000,9,3.9,0.2,0.4,0,3.9,0.4,190418.5,432.6,0,3.9,1.5,0.2,1.1,1.1,0,0,0.2,0.2,0,0.4,0.6,1.1,0.7,2.6,1.7,1.3,0.2,11,4.7,0.3,0.3,0,4.7,0.5,238588.5,552.9,0,4.7,1.8,0,1.3,1.6,0,0,0.5,0,0.3,0.3,0.8,1,1,2.4,3.1,1.6,0
14382,17177,CRS3035RES200mN2876400E3435400,17,7.4,1.2,2.2,0.3,6.4,0.7,332837.7,726.3,0,7.4,2.5,0.2,2.2,2.5,0,0.7,0.9,0.7,1,1.3,0.2,3.9,3,1.5,2.2,2,0.3,17.5,7.5,1,2.2,0.3,6.6,0.8,355665.8,720.2,0,7.5,2.6,0.6,1.9,2.4,0,0.6,1.3,0.1,1.1,1.6,1.1,3.4,3.7,1.3,1.6,2.1,0.2
14544,18911,CRS3035RES200mN2908800E3782200,3,1.1,0,0.3,0.1,0.8,0,88563.8,110.7,0.1,1,0.1,0,0.5,0.4,0.1,0,0.1,0,0.1,0.3,0.3,0.3,1,0.4,0.2,0.1,0.2,3,1,0,0.2,0.1,0.9,0.1,87553.5,115.6,0,1,0,0,0.6,0.4,0,0,0.1,0.1,0.2,0.3,0.3,0.5,0.8,0.3,0.3,0.1,0
14662,17599,CRS3035RES200mN2932400E3519800,18,5.9,0.3,1.3,1.3,3.8,0,353871.2,707.9,0,5.9,4,0.3,0.5,1.1,0,0,0.3,0.8,1.6,1.9,0,2.7,4.6,1.3,1.1,0.8,2.9,21,7,0.7,2.3,1.7,4.7,0.3,443633.8,791,0,7,4.3,0.3,0.7,1.7,0,0,0.7,0.3,1.7,2.7,1,3,4.3,1.3,1.7,1,3.3
14667,16850,CRS3035RES200mN2933400E3370000,13,6.1,0.3,1.8,0.2,5.4,0.2,302999.8,658.8,0,6.1,1.9,1,1.4,1.8,0,0,0.2,0.2,0.7,0.4,0.2,1,2.6,2.4,4,1.1,0.2,10,5.1,0.5,2,0.1,4.5,0.1,232423.8,541.9,0.1,5,1.7,0.9,1.1,1.4,0,0,0.3,0.1,0.4,0.5,0.2,1,1.4,2.5,2.6,1,0
15431,19122,CRS3035RES200mN3086200E3824400,59,26,1,4,1,26,0,1455358.7,2597,0,26,0,0,26,0,0,0,0,0,0,7,1,3,11,10,26,0,1,57,26,1,4,1,26,0,1423978.6,2597,0,26,0,0,26,0,0,0,0,0,0,6,2,1,9,5,34,0,0
15671,18986,CRS3035RES200mN3134200E3797200,84.5,49,4,23,0,26,10,1895522.3,3357,35,14,10,23,6,10,0,0,3,0,2.5,6,4,9,22,6,25,6,1,78.5,47,8,23,0,25,7,1950553.4,3296,33,14,6,26,6,9,0,0,2,0,2.5,2,6,4,16,9,30,6,1
11449,20394,CRS3035RES200mN2289800E4078800,62,24,8,8,6,12,2,1176409.5,1783,12,12,7,5,3,9,0,2,3,0,5,4,0,6,14,11,12,5,2,66,29,10,11,4,12,1,1206203.7,1869,18,11,7,5,2,15,0,2,3,2,4,2,5,11,12,13,9,4,1
11938,18260,CRS3035RES200mN2387600E3652000,3,2,0.4,0.9,0,1.2,0,55171,196,0,2,1.3,0,0.5,0.2,0,0,0,0,0,0,0,0.6,0.3,0.7,0.6,0.8,0,5,3,0.7,1.4,0,2.1,0.5,89373.4,314.4,0,3,2.1,0,0.7,0.2,0,0,0.5,0,0,0.1,0,0.7,0.3,1.6,0.9,0.9,0
11955,17854,CRS3035RES200mN2391000E3570800,5,2,0.2,0.5,0.2,1.4,0.4,108732.2,186.9,0.1,1.9,0.7,0.6,0.4,0.3,0,0,0.1,0.1,0.4,0.5,0.4,0.7,1,0.9,0.4,0.4,0.1,8,3.2,0.3,0.7,0.2,2.2,0.5,183302.1,309.4,0.2,3,1.1,1.1,0.5,0.5,0,0,0.2,0.1,0.7,0.9,0.5,1.5,1.4,1.6,0.5,0.6,0
12228,19462,CRS3035RES200mN2445600E3892400,44,31,12,19,0,6,3,624705.2,2046,25,6,10,21,0,0,0,19,0,0,0,2,4,0,8,14,10,6,0,34,25,5,18,0,6,1,538346,1762,19,6,7,18,0,0,0,17,0,0,1,1,2,0,6,9,10,5,0
12264,19951,CRS3035RES200mN2452800E3990200,34.5,15,0,4,1,12,1,980130,1362,6,9,5,1,2,7,0,0,0,0,1.5,2,5,2,11,8,2,2,1,33.5,14,0,2,0,12,2,952986.6,1488,3,11,6,1,3,4,0,0,2,1,1.5,2,3,4,7,8,4,1,0
12373,18400,CRS3035RES200mN2474600E3680000,2,0.9,0.3,0.2,0,0.8,0.1,39905,86.3,0.1,0.8,0.6,0.1,0.1,0.1,0,0,0,0,0,0.1,0.1,0.1,0.5,0.5,0.4,0.3,0,2,0.9,0.2,0.3,0,0.9,0,41703.5,88.5,0.1,0.8,0.6,0.1,0.1,0.1,0,0,0.1,0,0,0.1,0.1,0.1,0.4,0.5,0.4,0.3,0
12466,19349,CRS3035RES200mN2493200E3869800,6,2.2,0.2,0.4,0.2,2,0.1,165899.9,265.6,0,2.2,0.3,0.4,0.5,1,0,0,0.2,0,0.4,0.6,0.4,0.6,1.3,1.1,1,0.1,0.3,5,1.9,0.1,0.4,0.2,1.7,0,143943.5,225.5,0,1.9,0.4,0.4,0.4,0.7,0,0,0.1,0.2,0.2,0.6,0.3,0.6,1.2,0.8,0.9,0.1,0
12773,20026,CRS3035RES200mN2554600E4005200,41,16,1,5,3,14,1,798912.4,1633,1,15,7,1,2,6,0,0,1,1,4,7,4,5,12,0,3,4,0,40,14,0,3,4,12,0,770646.9,1440,2,12,4,1,2,7,0,0,2,0,2,7,4,8,11,1,3,2,0
12876,18100,CRS3035RES200mN2575200E3620000,20,8.6,0,3,0.7,7.6,0.3,442683,811.6,0,8.6,0.6,1,4,3,0,0,0,0.3,0.7,3.1,0.3,1.3,4.6,4.3,2.7,2,0.7,16,7.5,0.3,3.3,0.6,6.7,0.3,368489.5,695.7,0,7.5,0.8,0.8,3.4,2.5,0,0,0,0,0.8,2.1,1.1,0.6,3.9,2.8,2.8,1.9,0
12883,19658,CRS3035RES200mN2576600E3931600,5,1.7,0.1,0.3,0.4,1.3,0.1,108884.4,180.3,0,1.7,0.8,0.1,0.3,0.5,0,0.4,0.5,0.3,0.3,0.4,0.3,1.3,1,0.3,0.3,0.2,0.1,9,3.2,0.1,0.4,0.6,2.4,0,214141.4,364.3,0,3.2,1.5,0.1,0.5,1.1,0,0.6,1,0.3,1,0.5,0.5,2.7,1.3,1,0.7,0,0
12897,20108,CRS3035RES200mN2579400E4021600,24,12,3,3,0,11,1,805221.3,1500,0,12,2,2,5,3,0,0,0,0,0,1,1,1,1,7,8,5,0,22.5,13,1,4,0,12,2,990710.6,1522,1,12,2,4,5,2,0,0,0,0,0.5,1,0,1,1,6,7,6,0
12983,19178,CRS3035RES200mN2596600E3835600,2,0.7,0.2,0,0.1,0.5,0.2,35557.9,73.5,0,0.7,0.5,0,0,0.2,0,0,0.1,0,0.2,0.2,0.2,0.3,0.6,0.2,0.1,0.1,0,1,0.4,0.1,0,0.1,0.3,0.1,18495.3,38.7,0,0.4,0.3,0,0,0.1,0,0,0.1,0,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0,0
13104,19370,CRS3035RES200mN2620800E3874000,6,2.9,0.5,1.5,0,2.7,0,122971.6,287.7,0,2.9,1.9,0,0.6,0.4,0,0,0.3,0.4,0.3,0.4,0.3,1.1,0.5,0.7,1.4,0.5,0.1,6,3,0.4,1.4,0,2.9,0.3,128853.6,301.4,0,3,2,0,0.6,0.4,0,0,0.3,0,0.4,0.6,0.1,1.1,0.6,0.7,1.3,0.9,0
13292,17385,CRS3035RES200mN2658400E3477000,6,2.4,0.5,0.4,0.2,2.1,0.1,113581.6,276.4,0,2.4,1.4,0.1,0.5,0.4,0,0,0.1,0.2,0.3,0.5,0.1,1,0.6,1.4,0.9,0.9,0,6,2.4,0.3,0.4,0.3,2.2,0,116311.3,282.3,0,2.4,1.4,0.1,0.5,0.4,0,0,0.2,0,0.4,0.5,0.4,0.8,0.5,1.4,0.8,1,0
13386,18163,CRS3035RES200mN2677200E3632600,25,13,5,5,1,9,2,508249.7,1295,0,13,11,2,0,0,0,0,0,0,1,1,3,1,6,4,4,5,0,26,16,4,8,0,10,1,455740.1,1529,0,16,14,2,0,0,0,0,0,0,0,1,2,2,5,5,6,5,0
13530,18070,CRS3035RES200mN2706000E3614000,104.5,45,8,18,4,30,1,2148916.9,4609,0,45,41,1,1,2,0,0,7,5,7,8.5,2,24,22,11,9,9,0,99.5,43,6,15,2,30,4,1978901.1,4387,0,43,38,1,3,1,0,0,6,3,9,11,0.5,18,22,11,12,7,0
13821,16961,CRS3035RES200mN2764200E3392200,6,2.8,0.2,0.9,0.1,2.7,0,157913.2,329,0,2.8,0.2,0.5,1.2,0.8,0.1,0,0.1,0,0.1,0.5,0.3,0.5,1.2,1.3,1.4,0.3,0.3,6,2.9,0.1,1,0.1,2.7,0.1,165710.4,356,0,2.9,0.2,0.6,1.2,0.9,0,0,0.3,0,0.1,0.4,0.5,0.8,1,1.1,1.3,0.5,0
13847,20387,CRS3035RES200mN2769400E4077400,3,1.2,0.1,0.2,0,1.1,0.1,66189.1,155.6,0.1,1.1,0.5,0,0.2,0.5,0,0,0.1,0.1,0.2,0.3,0.1,0.6,0.7,0.4,0.4,0,0.1,3,1.1,0,0.2,0,1,0,70037.5,153.2,0.1,1,0.4,0,0.3,0.4,0,0,0.1,0.1,0.2,0.2,0.3,0.5,0.8,0.4,0.4,0,0
13986,17353,CRS3035RES200mN2797200E3470600,5,2.1,0,0.4,0.2,2,0.2,130283,260.4,0,2.1,0.1,0.6,1.2,0.2,0,0,0.1,0,0.1,0.3,0.3,0.5,0.8,1.3,1.1,0.3,0.2,5,2,0.1,0.4,0.2,1.9,0.1,128185.3,252.2,0,2,0.1,0.5,1,0.4,0,0,0.2,0.1,0.2,0.3,0.5,0.4,1,1,1.1,0.2,0
14159,17580,CRS3035RES200mN2831800E3516000,58.5,21,2,3,1,19,1,1323704.4,2218,0,21,6,1,4,10,0,0,1,0,0,7.5,6,3,18,8,9,0,6,63.5,24,4,4,2,22,2,1519670.4,2567,0,24,6,1,5,12,0,0,3,0,4,3,9.5,7,10,19,8,0,0
14295,17402,CRS3035RES200mN2859000E3480400,2,0.8,0,0.1,0,0.7,0,47052.8,77.2,0,0.8,0.4,0,0.3,0.1,0,0,0.2,0,0.1,0.1,0.1,0.5,0.4,0.1,0.4,0.1,0,2,0.8,0,0.1,0,0.7,0,45441.7,78.4,0,0.8,0.4,0.1,0.2,0.1,0,0,0.1,0.2,0.1,0,0.1,0.3,0.5,0.2,0.4,0.1,0
14466,18146,CRS3035RES200mN2893200E3629200,3,1.2,0,0.4,0.1,1,0,63047.8,97.1,0,1.2,0.7,0,0.3,0.1,0.1,0,0.1,0,0.2,0.5,0.1,0.2,0.5,0.3,0.7,0.3,0.1,4,1.6,0.1,0.6,0.2,1.4,0.1,83606.8,136.5,0,1.6,1,0.1,0.3,0.2,0,0,0.1,0.1,0.2,0.9,0.1,0.2,1,0.5,0.6,0.3,0
14472,18975,CRS3035RES200mN2894400E3795000,18,6.6,0.3,0.7,0,5.5,0.7,560839.4,851.9,0,6.6,0.7,0.3,0.4,5.2,0,0,0.3,0.4,1.7,1.9,1.6,1.7,5.9,3.8,0.7,0,0,18,5.9,0.5,0.5,0.8,4.6,0.8,524852.6,766,0,5.9,0.5,0.3,0.3,4.8,0,0,0.5,0.5,0.5,4,1.5,1.8,5.4,2.5,1.3,0,0
14890,19447,CRS3035RES200mN2978000E3889400,2,1.1,0.2,0.5,0,0.9,0.2,42654.4,106.7,0,1.1,0.9,0.1,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.6,0.4,0,2,1,0.4,0.3,0,0.7,0.3,41711.6,99.3,0,1,0.8,0.1,0.1,0,0,0,0.1,0,0,0,0,0.3,0.1,0.5,0.6,0.4,0
13859,17396,CRS3035RES200mN2771800E3479200,19,7.2,1.5,2.1,1.5,6.3,0,382064.8,766.9,0,7.2,4.5,0,1.8,0.9,0,0,0.9,0.6,1.2,1.8,0.3,2.7,4.9,4.5,1.5,0.6,0,20,7,0.6,1.5,1.2,6.1,0,441583.6,739.7,0,7,4.6,0.3,1.2,0.9,0,0,0.9,0.3,2.4,1.2,0.9,3.3,5.2,3.4,1.5,0.9,0
13888,20464,CRS3035RES200mN2777600E4092800,3,1.5,0.3,0.6,0,1.2,0.2,68994.1,152.3,0.7,0.8,0.7,0.3,0.4,0.1,0,0,0.1,0.1,0.1,0.3,0,0.5,0.6,0.8,0.4,0.1,0,3,1.6,0.1,0.8,0.1,1.4,0.1,72492.3,165.5,0.6,1,0.8,0.3,0.4,0.1,0,0,0.1,0,0.1,0.2,0.1,0.3,0.8,0.8,0.5,0.1,0
14458,17001,CRS3035RES200mN2891600E3400200,15,5.9,0,1,0.5,5.7,0.3,375618.2,675.3,0,5.9,2.6,0.3,1.5,1.5,0,0,0.5,0,1,1.6,0.3,1.8,2.3,2.8,2.9,1.3,0.5,15,6.2,0,1.1,0.6,5.9,0,357510.4,728.5,0,6.2,2.5,0.6,1.7,1.4,0,0,0.3,0.3,0.6,2.2,0.6,1.4,2.3,2.8,3.1,1.4,0
14679,18811,CRS3035RES200mN2935800E3762200,4,1.6,0.1,0.2,0.1,1.2,0.1,103962.4,203.8,0.2,1.4,0,0,1,0.6,0,0.1,0.1,0.1,0.2,0.2,0.2,0.9,0.5,1,0.4,0.2,0.2,4,1.5,0.2,0.2,0.2,1.3,0,101877.5,196.8,0.1,1.4,0,0,0.8,0.7,0,0.1,0.1,0.1,0.3,0.1,0.5,0.8,0.7,0.7,0.5,0.2,0
14681,18800,CRS3035RES200mN2936200E3760000,7,3,0.4,0.9,0.1,2.4,0.2,181405.7,340.5,0.6,2.4,1.1,0.6,0.8,0.5,0,0.4,0.4,0.4,0.2,0.4,0.2,1.4,1.9,1.3,0.6,0.1,0.1,10,4.4,0.7,1.5,0.2,3.3,0.7,252766.9,480.3,1,3.4,1.6,1.2,0.8,0.8,0,0.7,0.1,0.2,1,0.8,1,1.3,2.8,1.8,0.8,0.2,0
14754,17531,CRS3035RES200mN2950800E3506200,23,10.2,0.8,3.4,0,7.5,0,494933.9,1102.5,0,10.2,3,1.1,5.3,0.8,0,0,1.9,1.1,0.7,0.4,1.5,5.7,2.6,3.8,4.5,0.4,0.4,22.5,9.3,0.6,2.2,0.3,6.4,0.3,514358.7,1033.1,0,9.3,2.9,1,4.8,0.6,0,0,1.1,1.3,1.6,1,1.9,5.4,3.2,3.2,3.5,0.3,0
